laptop_ID,Company,Product,TypeName,Inches,screenresolution_height,screenresolution_width,touchscreen,Cpu_name,cpu_brand,Cpu_speed,Ram,primary_memory,secondary_memory,memory_type,gpu_name,gpu_brand,OpSys,Weight,Price_euros
308,Lenovo,"IdeaPad 320-15IKBN",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,2048,0,HDD,Nvidia,"GeForce 940MX",N/A,2,549
309,Asus,"GL553VE-FY082T (i7-7700HQ/8GB/1TB",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"1050 Ti",windows,2,1265
310,Lenovo,"IdeaPad 320-15IAP",Notebook,15.6,1366,768,0,"  Pentium Quad Core N4200  ",Intel,1.1,4,1024,0,HDD,Intel,"Graphics 505",N/A,2,360
311,HP,"EliteBook x360","2 in 1 Convertible",13.3,1920,1080,1,"  Core i7 7600U  ",Intel,2.8,16,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1975
312,Toshiba,"Satellite Pro",Notebook,15.6,1920,1080,0,"  Core i7 6500U  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GeForce 930M",windows,2,1043
313,Lenovo,"IdeaPad 320-15IKB",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"128 ",1024,hybrid,Nvidia,"GeForce 940MX",windows,2,819
314,HP,"250 G6",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,Intel,"Graphics 520",windows,2,469
315,Lenovo,"IdeaPad 720S-13IKB",Notebook,13.3,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,999
316,Dell,"XPS 13",Ultrabook,13.3,3840,2160,1,"  Core i7 8550U  ",Intel,1.8,16,1024,0,SSD,Intel,"Graphics 620",windows,1,2499
317,MSI,"GE63VR 7RF",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1070",windows,3,2099
318,Acer,"ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10)",Notebook,15.6,1920,1080,0,"  A8-Series 7410  ",AMD,2.2,8,"256 ",0,SSD,AMD,"Radeon R5",windows,2,469
319,Asus,"VivoBook Flip","2 in 1 Convertible",11.6,1366,768,1,"  Celeron Dual Core N3350  ",Intel,1.1,2,"32 ",0,"flash storage",Intel,"Graphics 500",windows,1,275
320,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"128 ",1024,hybrid,AMD,"Radeon 530",windows,2,844
321,HP,"Spectre x360","2 in 1 Convertible",13.3,3840,2160,1,"  Core i7 8550U  ",Intel,1.8,16,1024,0,SSD,Intel,"Graphics 620",windows,1,2449
322,Lenovo,"ThinkPad 13",Notebook,13.3,1366,768,0,"  Celeron Dual Core 3855U  ",Intel,1.6,4,"16 ",0,"flash storage",Intel,"Graphics 510",others,1,460
323,HP,"ProBook 640",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,980
324,Acer,"TravelMate B",Notebook,11.6,1366,768,0,"  Pentium Quad Core N3710  ",Intel,1.6,4,"128 ",0,"flash storage",Intel,"Graphics 405",windows,1,485
325,HP,"Elitebook 840",Notebook,14,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1292
326,Lenovo,"IdeaPad 320-17IKB",Notebook,17.3,1600,900,0,"  Core i5 7200U  ",Intel,2.5,4,1024,0,HDD,Nvidia,"GeForce 920MX",windows,3,589
327,Asus,"ZenBook UX410UA-GV183T",Notebook,14,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1094
329,HP,"ProBook 450",Notebook,15.6,1366,768,0,"  Core i7 8550U  ",Intel,1.8,8,1024,0,HDD,Intel,"Graphics 620",windows,2,902
330,Acer,"Aspire 5",Notebook,15.6,1366,768,0,"  A12-Series 9720P  ",AMD,2.7,8,"256 ",0,SSD,AMD,"RX 540",windows,2,659
331,Lenovo,"IdeaPad 120S-14IAP",Notebook,14,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,"32 ",0,"flash storage",Intel,"Graphics 500",windows,1,292
332,Acer,"Aspire E5-575",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,6,1024,0,HDD,Intel,"Graphics 620",windows,2,549
333,Asus,"VivoBook S15",Ultrabook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,1050
334,HP,"Elitebook 820",Ultrabook,12.5,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1335
335,Dell,"XPS 15",Notebook,15.6,3840,2160,1,"  Core i7 7700HQ  ",Intel,2.8,32,1024,0,SSD,Nvidia,"GTX 1050",windows,2,2639
336,MSI,"GL72M 7REX",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",1024,hybrid,Nvidia,"1050 Ti",windows,3,1199
337,Toshiba,"Satellite Pro",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,943
338,Asus,"UX510UX-CN269T (i7-7500U/8GB/256GB",Notebook,14,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",1024,hybrid,Intel,"Graphics 620",windows,2,1334
339,Lenovo,"V310-15ISK (i3-6006U/4GB/1TB/FHD/W10)",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,Intel,"Graphics 520",windows,2,449
340,Asus,"FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"GTX 1050",windows,2,999
341,HP,"EliteBook 840",Notebook,14,1920,1080,0,"  Core i5 7300U  ",Intel,2.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1268
342,Dell,"Inspiron 7570",Ultrabook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"128 ",1024,hybrid,Nvidia,"GeForce 940MX",windows,2,1049
343,HP,"Elitebook 850",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1144
344,Asus,"X541NA (N3350/4GB/1TB/Linux)",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,1024,0,HDD,Intel,"Graphics 500",linux,2,275
345,Dell,"Inspiron 7570",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,1143
346,Dell,"Inspiron 3552",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,4,"500 ",0,HDD,Intel,"HD Graphics",linux,2,275
347,Lenovo,"IdeaPad 320-15ABR",Notebook,15.6,1920,1080,0,"  A12-Series 9720P  ",AMD,3.6,12,2048,0,HDD,AMD,"Radeon 530",windows,2,899
348,HP,"ProBook 450",Notebook,15.6,1920,1080,0,"  Core i3 7100U  ",Intel,2.4,8,1024,0,HDD,Nvidia,"930MX ",windows,2,716
349,Lenovo,"Yoga 920-13IKB","2 in 1 Convertible",13.9,3840,2160,1,"  Core i7 8550U  ",Intel,1.8,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,2099
350,Dell,"XPS 13",Ultrabook,13.3,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1579
351,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",2048,hybrid,Nvidia,"1050 Ti",windows,2,1129
352,HP,"Stream 14-AX001nv",Notebook,14,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,2,"32 ",0,"flash storage",Intel,"Graphics 400",windows,1,279
353,Dell,"Latitude 5590",Ultrabook,15.6,1920,1080,0,"  Core i7 8650U  ",Intel,1.9,16,"512 ",0,SSD,Intel,"Graphics 620",windows,2,1608
354,Asus,"VivoBook Flip","2 in 1 Convertible",11.6,1366,768,1,"  Celeron Dual Core N3350  ",Intel,1.1,4,"32 ",0,"flash storage",Intel,"Graphics 500",windows,2,375
355,Dell,"Inspiron 5570",Ultrabook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,1024,0,HDD,AMD,"Radeon 530",windows,2,663
356,Dell,"XPS 15",Notebook,15.6,3840,2160,1,"  Core i7 7700HQ  ",Intel,2.8,16,"512 ",0,SSD,Nvidia,"GTX 1050",windows,2,2027
357,HP,"Elitebook 850",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1304
358,MSI,"GP72MVR 7RFX",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"GTX 1060",windows,3,1409
359,HP,"Zbook 15",Workstation,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"Quadro M1200",windows,3,1738
360,Toshiba,"Tecra A50-C-21G",Notebook,15.6,1920,1080,0,"  Core i7 6500U  ",Intel,2.5,16,"512 ",0,SSD,Nvidia,"GeForce 930M",windows,2,1403
361,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"128 ",2048,hybrid,AMD,"Radeon 530",windows,2,971
362,Lenovo,"IdeaPad 320-15IAP",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,1024,0,HDD,Intel,"Graphics 500",N/A,2,322
363,Dell,"Inspiron 7577",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,1024,0,HDD,Nvidia,"GTX 1050",windows,3,999
364,Dell,"Inspiron 3567",Notebook,15.6,1366,768,1,"  Core i5 7200U  ",Intel,2.5,8,2048,0,HDD,Intel,"Graphics 620",windows,2,557
365,Dell,"Latitude 7480",Notebook,14,1920,1080,0,"  Core i5 7300U  ",Intel,2.6,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1427
366,HP,"250 G6",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Intel,"Graphics 520",windows,2,439
367,Asus,"Zenbook UX410UA-GV027T",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,945
368,Lenovo,"IdeaPad 320-17IKB",Notebook,17.3,1600,900,0,"  Core i5 7200U  ",Intel,2.5,6,"128 ",1024,hybrid,Nvidia,"GTX 940MX",windows,3,719
369,HP,"250 G6",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Intel,"Graphics 620",windows,2,639
370,Lenovo,"IdeaPad 320-15ISK",Notebook,15.6,1366,768,0,"  Core i3 6006U  ",Intel,2,8,"256 ",0,SSD,Nvidia,"920MX ",N/A,2,499
371,HP,"15-AY023na (N3710/8GB/2TB/W10)",Notebook,15.6,1366,768,0,"  Pentium Quad Core N3710  ",Intel,1.6,8,2048,0,HDD,Intel,"Graphics 405",windows,2,389
372,Dell,"Inspiron 5770",Notebook,17.3,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"128 ",1024,hybrid,AMD,"Radeon 530",windows,3,1085
373,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"128 ",1024,hybrid,Nvidia,"GTX 1050",N/A,2,809
374,Dell,"Inspiron 5567",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,AMD,"R7 M445",windows,2,899
375,HP,"Elitebook 1040",Ultrabook,14,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1750
376,Asus,"ZenBook Flip","2 in 1 Convertible",15.6,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,12,"512 ",2048,hybrid,Nvidia,"GT 940MX",windows,2,1099
377,Acer,"Aspire 3",Notebook,15.6,1366,768,0,"  A9-Series 9420  ",AMD,3,4,"128 ",0,SSD,AMD,"Radeon R5",windows,2,426
378,Asus,"Rog Strix",Gaming,17.3,1920,1080,0,"  Ryzen 1700  ",AMD,3,16,"256 ",1024,hybrid,AMD,"RX 580",windows,3,2199
379,Lenovo,"IdeaPad 110-17ACL",Notebook,17.3,1600,900,0,"  A8-Series 7410  ",AMD,2.2,4,"128 ",0,SSD,AMD,"Radeon R5",windows,3,489
380,Dell,"Inspiron 5379","2 in 1 Convertible",13.3,1920,1080,1,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,869
381,HP,"15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10)",Notebook,15.6,1920,1080,0,"  A9-Series 9420  ",AMD,3,4,"256 ",0,SSD,AMD,"Radeon R5",windows,2,489
382,Lenovo,"Yoga 11e",Netbook,11.6,1366,768,0,"  Celeron Quad Core N3450  ",Intel,1.1,4,"128 ",0,SSD,Intel,"Graphics 500",windows,2,553
383,Dell,"Inspiron 3552",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,4,"500 ",0,HDD,Intel,"Graphics 400",windows,2,309
384,Asus,"VivoBook E403NA",Notebook,14,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,"32 ",0,"flash storage",Intel,"Graphics 500",windows,2,286
385,Acer,"Aspire 7",Notebook,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,1024,0,HDD,Nvidia,"GTX 1050",linux,2,846
386,HP,"Omen 17-w212nv",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"GTX 1050",windows,3,1191
387,Lenovo,"V310-15ISK (i3-6006U/4GB/128GB/FHD/No",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,"128 ",0,SSD,Intel,"Graphics 520",N/A,2,404
388,Asus,"ROG Strix",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"GTX 1060",windows,2,1655
389,Lenovo,"IdeaPad 720S-14IKB",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,1099
390,Asus,"Zenbook Flip",Ultrabook,13.3,1920,1080,1,"  Core i7 7500U  ",Intel,2.7,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1749
391,Lenovo,"Thinkpad X1",Ultrabook,14,2560,1440,0,"  Core i7 7500U  ",Intel,2.7,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,2282
392,Lenovo,"Ideapad 510S-13IKB",Notebook,13.3,1920,1080,0,"  Core i3 7100U  ",Intel,2.4,4,"128 ",0,SSD,Intel,"Graphics 620",windows,2,549
393,Dell,"Precision 3510",Workstation,15.6,1920,1080,0,"  Core i5 6440HQ  ",Intel,2.6,8,"500 ",0,HDD,AMD,"FirePro W5130M",windows,2,1369
394,Dell,"Precision 5520",Workstation,15.6,1920,1080,0,"  Core i7 6820HQ  ",Intel,2.7,8,"256 ",0,SSD,Nvidia,"Quadro M1200",windows,2,2135
395,Lenovo,"ThinkPad X1","2 in 1 Convertible",14,2560,1440,1,"  Core i7 7500U  ",Intel,2.7,16,"512 ",0,SSD,Intel,"Graphics 620",windows,1,2509
396,Asus,"Rog GL753VD-GC042T",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,1024,0,HDD,Nvidia,"GTX 1050",windows,3,1039
397,Asus,"Rog GL753VE-GC070T",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"1050 Ti",windows,3,1591
399,Acer,"Aspire 5",Notebook,15.6,1366,768,0,"  Core i5 8250U  ",Intel,1.6,12,1024,0,HDD,Nvidia,"GeForce MX130",windows,2,694
400,MSI,"Leopard GP72M",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"1050 Ti",windows,3,1349
401,Dell,"Inspiron 5567",Notebook,15.6,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,AMD,"R7 M445",linux,2,779
402,HP,"15-BW004nv (A9-9420/4GB/256GB/Radeon",Ultrabook,15.6,1920,1080,0,"  A9-Series 9420  ",AMD,3,4,"256 ",0,SSD,AMD,"Radeon 520",windows,2,499
403,Lenovo,"ThinkPad E580",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,AMD,"RX 550",windows,2,1230
404,Lenovo,"ThinkPad L470",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,938
405,Dell,"Precision M5520",Workstation,15.6,3840,2160,1,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"Quadro M1200",windows,2,2712
406,Lenovo,"Thinkpad X1",Ultrabook,14,2560,1440,0,"  Core i7 7500U  ",Intel,2.7,16,1024,0,SSD,Intel,"Graphics 620",windows,1,2625
407,Lenovo,"IdeaPad 320-15IAP",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,4,1024,0,HDD,Intel,"Graphics 500",windows,2,306
408,Asus,"FX753VD-GC461T (i7-7700HQ/16GB/1TB",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1050",windows,3,1529
409,Lenovo,"ThinkPad E580",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,8,"256 ",1024,hybrid,AMD,"RX 550",windows,2,1144
410,Acer,"Aspire 7",Notebook,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"GTX 1050",linux,2,879
411,MSI,"GE73VR 7RF",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,16,"256 ",1024,hybrid,Nvidia,"GTX 1070",windows,3,2249
412,Asus,"Zenbook 3",Ultrabook,14,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"512 ",0,SSD,Intel,"Graphics 620",windows,1,1873
413,Toshiba,"Portege Z30-C-16P",Ultrabook,13.3,1920,1080,0,"  Core i7 6500U  ",Intel,2.5,16,"512 ",0,SSD,Intel,"Graphics 520",windows,1,1747
414,Dell,"Latitude 7480",Ultrabook,14,1920,1080,0,"  Core i7 7600U  ",Intel,2.8,8,"512 ",0,SSD,Intel,"HD Graphics",windows,1,1680
415,Lenovo,"IdeaPad 320-15ISK",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,"500 ",0,HDD,Intel,"Graphics 520",windows,2,409
416,Lenovo,"Lenovo IdeaPad",Notebook,11.6,1366,768,0,"  Celeron Dual Core N3350  ",Intel,1.1,2,"32 ",0,"flash storage",Intel,"Graphics 500",windows,1,304
417,Lenovo,"ThinkPad P51",Workstation,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"512 ",0,SSD,Nvidia,"Quadro M1200",windows,3,1925
418,Lenovo,"Thinkpad T470p",Ultrabook,14,2560,1440,0,"  Core i7 7700HQ  ",Intel,2.8,8,"512 ",0,SSD,Nvidia,"GT 940MX",windows,2,1943
419,HP,"15-BS028nv (i3-6006U/4GB/1TB/Radeon",Notebook,15.6,1920,1080,0,"  Core i3 6006U  ",Intel,2,4,1024,0,HDD,AMD,"Radeon 520",windows,2,469
420,Acer,"Aspire R7","2 in 1 Convertible",13.3,1920,1080,1,"  Core i7 6500U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 520",windows,2,789
421,Asus,"ZenBook Flip","2 in 1 Convertible",13.3,1920,1080,1,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,928
422,Dell,"Inspiron 3567",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,"256 ",0,SSD,AMD,"R5 M430",linux,2,599
423,Dell,"Latitude 3380",Notebook,13.3,1366,768,0,"  Core i3 6006U  ",Intel,2,4,"128 ",0,SSD,Intel,"Graphics 520",windows,2,689
424,HP,"EliteBook 1040",Ultrabook,14,1920,1080,0,"  Core i7 6500U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 520",windows,1,1500
425,Dell,"Inspiron 3567",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,1024,0,HDD,Intel,"Graphics 620",windows,2,540
426,Lenovo,"ThinkPad E480",Ultrabook,14,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",0,SSD,AMD,"RX 550",windows,2,1215
427,Lenovo,"Yoga 720-15IKB","2 in 1 Convertible",15.6,3840,2160,1,"  Core i7 7700HQ  ",Intel,2.8,16,"512 ",0,SSD,Nvidia,"GTX 1050",windows,2,1899
428,Chuwi,"LapBook 12.3",Notebook,12.3,2736,1824,0,"  Celeron Quad Core N3450  ",Intel,1.1,6,"64 ",0,"flash storage",Intel,"Graphics 500",windows,1,449
429,HP,"ProBook 650",Notebook,15.6,1920,1080,0,"  Core i7 7820HQ  ",Intel,2.9,8,"256 ",0,SSD,Intel,"Graphics 630",windows,2,1427
430,Asus,"X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce",Notebook,15.6,1920,1080,0,"  Core i3 7100U  ",Intel,2.4,8,1024,0,HDD,Nvidia,"GeForce 940MX",linux,2,597
431,Dell,"Alienware 17",Gaming,17.3,2560,1440,0,"  Core i7 7820HK  ",Intel,2.9,16,"256 ",1024,hybrid,Nvidia,"GTX 1070",windows,4,2799
432,Dell,"Inspiron 7577",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"1050 Ti",windows,3,1159
433,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i7 8550U  ",Intel,1.8,8,"256 ",2048,hybrid,AMD,"Radeon 530",windows,2,1142
434,Dell,"Latitude 5480",Ultrabook,14,1920,1080,0,"  Core i7 7600U  ",Intel,2.8,8,"256 ",0,SSD,Intel,"Graphics 620",linux,2,1099
435,HP,"Omen 17-w207nv",Gaming,17.3,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,12,"256 ",1024,hybrid,Nvidia,"GTX 1070",windows,3,1999
436,Mediacom,"FlexBook Edge","2 in 1 Convertible",11.6,1920,1080,1,"  Celeron Dual Core N3350  ",Intel,1.1,4,"32 ",0,SSD,Intel,"Graphics 500",windows,1,299
437,Samsung,"Chromebook 3",Netbook,11.6,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,4,"16 ",0,"flash storage",Intel,"Graphics 400",others,1,269
438,Lenovo,"Thinkpad 13",Notebook,13.3,1920,1080,0,"  Core i7 7500U  ",Intel,2.7,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1010
439,Lenovo,"IdeaPad 320s-14IKB",Notebook,14,1920,1080,0,"  Core i3 7130U  ",Intel,2.7,4,"128 ",0,SSD,Intel,"Graphics 620",windows,2,599
440,Lenovo,"Thinkpad T570",Workstation,15.6,3840,2160,0,"  Core i7 7600U  ",Intel,2.8,16,"512 ",0,SSD,Nvidia,"GeForce 940MX",windows,2,2445
441,Lenovo,"Thinkpad P51",Notebook,15.6,1920,1080,0,"  Core i7 7820HQ  ",Intel,2.9,16,"512 ",0,SSD,Nvidia,"Quadro M2200M",windows,2,2449
442,Asus,"Rog Strix",Gaming,17.3,1920,1080,0,"  Ryzen 1600  ",AMD,3.2,8,"256 ",1024,hybrid,AMD,"RX 580",windows,3,1695
443,HP,"15-ra044nv (N3060/4GB/500GB/W10)",Notebook,15.6,1366,768,0,"  Celeron Dual Core N3060  ",Intel,1.6,4,"500 ",0,HDD,Intel,"Graphics 400",windows,2,347
444,Google,"Pixelbook (Core",Ultrabook,12.3,2400,1600,1,"  Core i7 7Y75  ",Intel,1.3,16,"512 ",0,SSD,Intel,"Graphics 615",others,1,2199
445,Lenovo,"ThinkPad T470s",Ultrabook,14,2560,1440,0,"  Core i7 7500U  ",Intel,2.7,24,"512 ",0,SSD,Intel,"Graphics 620",windows,1,2382
446,Asus,"VivoBook Max",Notebook,15.6,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,4,"256 ",0,SSD,Intel,"Graphics 620",linux,2,559
447,Lenovo,"IdeaPad 320-15AST",Notebook,17.3,1600,900,0,"  A6-Series 9220  ",AMD,2.5,8,1024,0,HDD,AMD,"Radeon R4",windows,3,519
448,Dell,"Inspiron 5570",Notebook,15.6,1920,1080,0,"  Core i5 8250U  ",Intel,1.6,4,"256 ",0,SSD,AMD,"Radeon 530",windows,2,749
449,Lenovo,"ThinkPad X270",Ultrabook,12.5,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,1,1429
450,Lenovo,"IdeaPad 320-15IAP",Notebook,15.6,1920,1080,0,"  Pentium Quad Core N4200  ",Intel,1.1,4,"128 ",0,SSD,Intel,"Graphics 505",windows,2,349
451,HP,"Omen 15-AX205na",Gaming,15.6,1920,1080,0,"  Core i7 7700HQ  ",Intel,2.8,8,"128 ",1024,hybrid,Nvidia,"GTX 1050",windows,2,1099
452,Dell,"Latitude 5480",Notebook,14,1920,1080,0,"  Core i5 7440HQ  ",Intel,2.8,8,"256 ",0,SSD,Nvidia,"GeForce 930MX",windows,2,1179
453,Acer,"Aspire ES1-572",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,4,"500 ",0,HDD,Intel,"Graphics 620",linux,2,442
454,Dell,"Precision 3520",Workstation,15.6,1920,1080,0,"  Xeon E3-1505M V6  ",Intel,3,8,"64 ",0,HDD,Nvidia,"Quadro M620",windows,2,1993
455,MSI,"GV62 7RD-1686NL",Gaming,15.6,1920,1080,0,"  Core i5 7300HQ  ",Intel,2.5,8,"256 ",0,SSD,Nvidia,"GTX 1050",windows,2,1028
456,Microsoft,"Surface Laptop",Ultrabook,13.5,2256,1504,1,"  Core i7 7660U  ",Intel,2.5,16,"512 ",0,SSD,Intel,"Graphics 640",windows,1,2589
457,HP,"15-bs024nv (i5-7200U/8GB/128GB/W10)",Notebook,15.6,1366,768,0,"  Core i5 7200U  ",Intel,2.5,8,"128 ",0,SSD,Intel,"Graphics 620",windows,2,589
458,Dell,"Precision 3520",Workstation,15.6,1920,1080,0,"  Core i7 6820HQ  ",Intel,2.7,16,"256 ",0,SSD,Nvidia,"Quadro M620",windows,2,1975
459,HP,"ProBook 650",Workstation,15.6,1920,1080,0,"  Core i7 7820HQ  ",Intel,2.9,8,"512 ",0,SSD,Intel,"Graphics 620",windows,2,1534
460,Lenovo,"ThinkPad T470",Notebook,14,1920,1080,0,"  Core i5 7200U  ",Intel,2.5,8,"256 ",0,SSD,Intel,"Graphics 620",windows,2,1345
